gene	esoxID	cas	chr	start	end
110528188	ENSELUG00000019470	cas1	7	63008146	63011839
110528191	ENSELUG00000019556	cas1	7	63015402	63111773
110528194	ENSELUG00000019834	cas1	7	63223818	63288934
110528196	ENSELUG00000019859	cas1	7	63319140	63332492
110528197	ENSELUG00000019908	cas1	7	63371948	63446380
110528199	ENSELUG00000019981	cas1	7	63554057	63558322
110528200	ENSELUG00000013749	cas1	1	69445879	69452657
110528202	ENSELUG00000019989	cas1	7	63569803	63573270
110528206	ENSELUG00000020031	cas1	7	63619980	63622602
110528207	ENSELUG00000020039	cas1	7	63624070	63627576
110528210	ENSELUG00000001240	cas4	7	63682275	63685137
110528214	ENSELUG00000020379	cas1	7	63856731	63895232
110528219	ENSELUG00000020606	cas1	7	64074700	64106330
110528221	ENSELUG00000020673	cas1	7	64171785	64179968
110528222	ENSELUG00000020704	cas1	7	64193190	64199055
110528225	ENSELUG00000020863	cas1	7	64296947	64303825
110528226	ENSELUG00000020916	cas1	7	64338852	64346260
110528227	ENSELUG00000020904	cas1	7	64318200	64322309
110528228	ENSELUG00000020904	cas1	7	64333631	64338514
110528231	ENSELUG00000020932	cas1	7	64363887	64367851
110528232	ENSELUG00000020983	cas1	7	64368357	64434919
110528238	ENSELUG00000021074	cas1	7	64652754	64655750
110528239	ENSELUG00000021164	cas1	7	64669731	64689634
110528240	ENSELUG00000021179	cas1	7	64696508	64726237
110528243	ENSELUG00000021301	cas1	7	64815994	64831035
110528244	ENSELUG00000021330	cas1	7	64833274	64842996
110528245	ENSELUG00000021346	cas1	7	64843280	64858614
110528248	ENSELUG00000021569	cas1	7	64896568	64898856
110528249	ENSELUG00000021608	cas1	7	64901860	64908962
110528250	ENSELUG00000021879	cas1	7	64909653	64917427
110528251	ENSELUG00000022007	cas1	7	64927583	64942652
110528252	ENSELUG00000022087	cas1	7	64987665	65046519
110528254	ENSELUG00000022122	cas1	7	65077897	65081518
110528257	ENSELUG00000022241	cas1	7	65161964	65164712
110528258	ENSELUG00000022293	cas1	7	65229197	65236924
110528259	ENSELUG00000022320	cas1	7	65246585	65274020
110528260	ENSELUG00000022340	cas1	7	65280353	65288560
110528261	ENSELUG00000022331	cas1	7	65277220	65280416
110528263	ENSELUG00000022360	cas1	7	65308248	65323307
110528265	ENSELUG00000022434	cas1	7	65337198	65342766
110528268	ENSELUG00000000970	cas1	7	65437765	65447183
110528270	ENSELUG00000022819	cas1	7	65459431	65466804
110528274	ENSELUG00000022935	cas1	7	65687873	65700588
110528276	ENSELUG00000023047	cas1	7	65720054	65744788
110528278	ENSELUG00000023280	cas1	7	65811441	65857952
110528279	ENSELUG00000023319	cas1	7	65871734	65899387
110528289	ENSELUG00000023543	cas1	7	66002466	66038960
110528290	ENSELUG00000023614	cas1	7	66049287	66114558
110528292	ENSELUG00000023779	cas1	7	66127919	66132200
110528293	ENSELUG00000023735	cas1	7	66118666	66126878
110528297	ENSELUG00000013409	cas1	1	69771001	69903039
110528298	ENSELUG00000023995	cas1	7	66223592	66275633
110528299	ENSELUG00000024046	cas6	7	66311011	66319207
110528302	ENSELUG00000024323	cas1	7	67102102	67112227
110528303	ENSELUG00000024352	cas1	7	67122191	67130475
110528306	ENSELUG00000024592	cas1	7	67187876	67201857
110528309	ENSELUG00000002212	cas1	7	67285970	67332350
110528316	ENSELUG00000002320	cas1	7	67412780	67433416
110528317	ENSELUG00000002333	cas1	7	67433792	67444733
110528319	ENSELUG00000002351	cas1	7	67479725	67491992
110528322	ENSELUG00000002385	cas1	7	67542492	67562755
110528325	ENSELUG00000002397	cas1	7	67594742	67643116
110528326	ENSELUG00000002390	cas1	7	67563946	67594588
110528335	ENSELUG00000002439	cas1	7	67865136	67879560
110528336	ENSELUG00000002479	cas1	7	67970009	68059308
110528338	ENSELUG00000002529	cas1	7	68198935	68206574
110528340	ENSELUG00000002542	cas1	7	68206832	68221519
110528342	ENSELUG00000002551	cas1	7	68221971	68261576
110528346	ENSELUG00000013155	cas1	1	69972280	69979591
110528347	ENSELUG00000002733	cas1	7	69024830	69029850
110528349	ENSELUG00000002740	cas1	7	69037711	69042865
110528350	ENSELUG00000002750	cas1	7	69048152	69116021
110528353	ENSELUG00000002963	cas1	7	69272086	69276936
110528356	ENSELUG00000003014	cas1	7	69382887	69391634
110528359	ENSELUG00000003086	cas1	7	69429692	69500328
110528361	ENSELUG00000000105	cas1	7	69554159	69682851
110528363	ENSELUG00000003340	cas1	7	69708160	69796822
110528366	ENSELUG00000003602	cas1	7	70049291	70053772
110528367	ENSELUG00000003609	cas1	7	70082033	70113471
110528370	ENSELUG00000003755	cas1	7	70618951	70623505
110528371	ENSELUG00000003782	cas1	7	70650734	70662395
110528372	ENSELUG00000003770	cas1	7	70638178	70650621
110528373	ENSELUG00000003812	cas3	7	70662621	70677294
110528375	ENSELUG00000003843	cas1	7	70734084	70786210
110528376	ENSELUG00000013124	cas1	1	70000317	70022403
110528377	ENSELUG00000003951	cas1	7	70825561	70828984
110528380	ENSELUG00000003966	cas1	7	70838755	70872255
110528384	ENSELUG00000013113	cas1	1	70030045	70036532
110528386	ENSELUG00000004033	cas1	7	70920524	70942857
110528388	ENSELUG00000006889	cas1	7	71004440	71018901
110528389	ENSELUG00000006924	cas1	7	71018921	71028039
110528391	ENSELUG00000012941	cas1	1	70051483	70052917
110528396	ENSELUG00000007191	cas1	7	71150302	71167043
110528399	ENSELUG00000007465	cas1	7	71210241	71235844
110528404	ENSELUG00000007517	cas1	7	71274346	71278978
110528405	ENSELUG00000007570	cas1	7	71293904	71317539
110528406	ENSELUG00000007602	cas1	7	71321176	71333306
110528410	ENSELUG00000007751	cas1	7	71367150	71379759
110528411	ENSELUG00000007826	cas1	7	71383561	71392197
110528414	ENSELUG00000008091	cas1	7	71440153	71452686
110528415	ENSELUG00000008075	cas1	7	71437234	71439785
110528418	ENSELUG00000012778	cas1	1	70163191	70188938
110528421	ENSELUG00000008189	cas1	7	71496172	71498571
110528425	ENSELUG00000012714	cas1	1	70194295	70228504
110528429	ENSELUG00000008424	cas1	7	71884026	71912479
110528430	ENSELUG00000000312	cas1	7	71913900	71918751
110528431	ENSELUG00000008592	cas1	7	71922276	71934520
110528435	ENSELUG00000009131	cas1	7	72075112	72097393
110528443	ENSELUG00000009590	cas1	7	72529240	72536741
110528458	ENSELUG00000010395	cas1	7	72965547	73000710
110528461	ENSELUG00000010589	cas3	7	73197136	73206996
110528463	ENSELUG00000010729	cas1	7	73217266	73287242
110528465	ENSELUG00000010775	cas1	7	73288304	73299941
110528470	ENSELUG00000012593	cas1	1	70229959	70404623
110528491	ENSELUG00000011913	cas1	7	75530377	75542507
110528497	ENSELUG00000012103	cas1	7	75732351	75891871
110528505	ENSELUG00000012463	cas1	7	76231261	76266908
110528511	ENSELUG00000012235	cas1	1	70555702	70677191
110528512	ENSELUG00000012729	cas1	7	76470087	76608047
110528514	ENSELUG00000012786	cas1	7	76667990	76739985
110528519	ENSELUG00000012980	cas1	7	77008450	77016618
110528520	ENSELUG00000012989	cas1	7	77040538	77045012
110528521	ENSELUG00000013003	cas1	7	77051068	77052716
110528522	ENSELUG00000013079	cas1	7	77072817	77086911
110528525	ENSELUG00000013117	cas1	7	77092039	77096836
110528528	ENSELUG00000013181	cas1	7	77121611	77145722
110528533	ENSELUG00000012095	cas1	1	70710874	70713631
110528536	ENSELUG00000013412	cas1	7	77349078	77355461
110528538	ENSELUG00000013558	cas1	7	77404888	77463817
110528540	ENSELUG00000013810	cas1	7	77622568	77830065
110528543	ENSELUG00000014035	cas1	7	78075509	78130470
110528544	ENSELUG00000014154	cas1	7	78133098	78166277
110528547	ENSELUG00000014341	cas1	7	78255591	78312601
110528548	ENSELUG00000014370	cas1	7	78410565	78424121
110528550	ENSELUG00000012049	cas1	1	70733855	70745693
110528551	ENSELUG00000014423	cas1	7	78447783	78469157
110528559	ENSELUG00000011985	cas1	1	70772035	70840706
110528562	ENSELUG00000015012	cas1	7	79421285	79439915
110528566	ENSELUG00000015195	cas1	7	79786470	79821603
110528568	ENSELUG00000015329	cas1	7	79990599	80025187
110528570	ENSELUG00000015343	cas1	7	80031966	80046659
110528580	ENSELUG00000019242	cas1	7	80763670	80793513
110528591	ENSELUG00000018892	cas3	7	81606542	81652941
110528593	ENSELUG00000018922	cas2	7	81432052	81438192
110528595	ENSELUG00000019000	cas1	7	81360428	81380513
110528603	ENSELUG00000011910	cas1	1	71036440	71076239
110528624	ENSELUG00000018090	cas1	7	83554283	83616043
110528639	ENSELUG00000001070	cas1	7	85141224	85169972
110528640	ENSELUG00000018432	cas2	7	85171118	85184654
110528641	ENSELUG00000018389	cas4	7	85106971	85119900
110528649	ENSELUG00000015864	cas3	7	85649845	85744794
110528660	ENSELUG00000015820	cas2	7	85764638	85855852
110528664	ENSELUG00000000567	cas2	7	87007438	87053874
110528667	ENSELUG00000015340	cas3	7	87114104	87293966
110528668	ENSELUG00000000558	cas2	7	87169591	87198009
110528670	ENSELUG00000015264	cas6	7	87341189	87342665
110528673	ENSELUG00000015098	cas1	7	87410180	87422713
110528676	ENSELUG00000014879	cas4	7	87555290	87565881
110528677	ENSELUG00000014851	cas2	7	87567795	87603202
110528680	ENSELUG00000014623	cas2	7	87817031	87954027
110528682	ENSELUG00000011690	cas1	1	71994810	72001260
110528687	ENSELUG00000014280	cas4	7	88254110	88345745
110528701	ENSELUG00000011664	cas1	1	72008507	72040224
110528703	ENSELUG00000013454	cas5	7	90597013	90627553
110528707	ENSELUG00000013262	cas2	7	90413719	90458606
110528709	ENSELUG00000011620	cas4	1	72041913	72104027
110528713	ENSELUG00000013547	cas6	7	90740664	90885403
110528716	ENSELUG00000002507	cas2	7	2543172	2554006
110528717	ENSELUG00000002507	cas2	18	76907	89501
110528719	ENSELUG00000008659	cas1	1	72116682	72167413
110528721	ENSELUG00000013945	cas2	7	7295350	7311023
110528723	ENSELUG00000022047	cas5	7	12287588	12352864
110528724	ENSELUG00000000960	cas2	7	11655683	11730452
110528727	ENSELUG00000001828	cas2	7	5890321	5902616
110528748	ENSELUG00000002558	cas3	7	9776039	9781629
110528750	ENSELUG00000002965	cas5	18	11453014	11456879
110528752	ENSELUG00000003061	cas4	18	11463472	11746107
110528753	ENSELUG00000005556	cas1	1	7741562	7839934
110528754	ENSELUG00000003317	cas2	7	6761138	6767166
110528759	ENSELUG00000001490	cas2	7	13520273	13523716
110528763	ENSELUG00000006580	cas2	18	17641367	17671930
110528768	ENSELUG00000001325	cas3	18	17831450	17839017
110528772	ENSELUG00000006980	cas2	18	17939937	18012067
110528784	ENSELUG00000008998	cas5	7	16378356	16397842
110528786	ENSELUG00000023421	cas3	7	16457712	16463699
110528795	ENSELUG00000009680	cas2	7	16807666	16892819
110528796	ENSELUG00000009602	cas2	7	16906699	16920069
110528797	ENSELUG00000009319	cas2	7	17002517	17015547
110528804	ENSELUG00000021237	cas3	7	18194024	18199581
110528806	ENSELUG00000021124	cas2	7	18315416	18383323
110528809	ENSELUG00000019828	cas4	7	20874252	20893679
110528819	ENSELUG00000020100	cas2	7	25432371	25498133
110528827	ENSELUG00000000115	cas7	7	12364103	12392300
110528828	ENSELUG00000022214	cas2	7	11861168	12118392
110528830	ENSELUG00000022870	cas2	7	11536906	11628121
110528831	ENSELUG00000022110	cas5	7	12213138	12256113
110528832	ENSELUG00000023016	cas2	7	11469006	11526110
110528833	ENSELUG00000003482	cas3	7	12474267	12485521
110528836	ENSELUG00000013861	cas2	18	8475052	8479361
110528837	ENSELUG00000013861	cas2	7	7288918	7293507
110528838	ENSELUG00000003521	cas5	7	12487901	12520663
110528842	ENSELUG00000022062	cas2	7	12275646	12277419
110528845	ENSELUG00000022156	cas2	7	12179637	12187373
110528846	ENSELUG00000021761	cas2	7	12353848	12364044
110528850	ENSELUG00000022928	cas4	7	11529028	11535894
110528859	ENSELUG00000023594	cas5	7	16546315	16559294
110528870	ENSELUG00000008495	cas1	1	72419949	72508133
110528872	ENSELUG00000010433	cas2	7	16702131	16708491
110528875	ENSELUG00000023246	cas2	7	16431284	16435714
110528876	ENSELUG00000023355	cas3	7	16438652	16446786
110528880	ENSELUG00000008738	cas2	7	16305681	16311613
110528881	ENSELUG00000008265	cas2	7	16026218	16034502
110528883	ENSELUG00000010548	cas2	7	16655086	16663049
110528890	ENSELUG00000007021	cas2	7	15428476	15438667
110528892	ENSELUG00000008728	cas2	7	16284327	16299911
110528893	ENSELUG00000010477	cas2	7	16683082	16691072
110528901	ENSELUG00000008837	cas2	7	16321126	16326569
110528906	ENSELUG00000008227	cas2	7	15993464	16004665
110528926	ENSELUG00000001205	cas1	1	73140464	73290110
110528940	ENSELUG00000007748	cas1	1	73134653	73136850
110528941	ENSELUG00000011138	cas1	7	30648989	30686105
110528947	ENSELUG00000010560	cas1	7	36738691	36858144
110528948	ENSELUG00000019598	cas1	7	38214031	38260322
110528949	ENSELUG00000007615	cas1	1	73323452	73373737
110528956	ENSELUG00000003398	cas1	7	45419148	45489247
110528962	ENSELUG00000006763	cas1	7	49317584	49334930
110528970	ENSELUG00000011373	cas1	7	55333097	55416079
110528971	ENSELUG00000011677	cas1	7	55792291	55798284
110528972	ENSELUG00000011713	cas2	7	56375199	56376062
110528973	ENSELUG00000011814	cas1	7	56605892	56716813
110528980	ENSELUG00000014079	cas1	7	58502198	58589001
110528986	ENSELUG00000007546	cas1	1	73433053	73450455
110528991	ENSELUG00000000760	cas1	7	61800678	61921139
110528996	ENSELUG00000020724	cas1	7	64227619	64230970
110529003	ENSELUG00000024030	cas1	7	66293286	66297208
110529007	ENSELUG00000002501	cas1	7	68077450	68092440
110529019	ENSELUG00000008380	cas1	7	71794234	71824936
110529031	ENSELUG00000012937	cas1	7	76793582	76979155
110529037	ENSELUG00000013949	cas1	7	77963641	78044805
110529039	ENSELUG00000014956	cas1	7	79389098	79421631
110529040	ENSELUG00000015110	cas1	7	79457337	79724304
110529056	ENSELUG00000015892	cas2	7	85630978	85648641
110529079	ENSELUG00000007460	cas4	1	73600183	73637760
110529113	ENSELUG00000007095	cas1	1	73826424	73886957
110529121	ENSELUG00000007063	cas1	1	73952690	74008104
110529122	ENSELUG00000019485	cas1	8	53462034	53478913
110529129	ENSELUG00000013853	cas1	8	65691486	65692775
110529130	ENSELUG00000014056	cas1	8	65730055	65735374
110529131	ENSELUG00000014225	cas1	8	65893969	65895050
110529144	ENSELUG00000014416	cas1	8	83749584	83756895
110529159	ENSELUG00000005732	cas4	8	3266113	3318273
110529161	ENSELUG00000007003	cas1	1	74111112	74160271
110529164	ENSELUG00000004632	cas2	8	5187359	5204422
110529165	ENSELUG00000008538	cas1	8	5295169	5305313
110529176	ENSELUG00000019657	cas1	8	7670795	7689709
110529179	ENSELUG00000017834	cas1	8	9411372	9523043
110529180	ENSELUG00000001107	cas1	8	10506125	10534379
110529181	ENSELUG00000015908	cas1	8	11185737	11210434
110529185	ENSELUG00000000233	cas1	1	74171733	74183699
110529190	ENSELUG00000014740	cas1	8	14908875	14965313
110529197	ENSELUG00000000782	cas1	8	18469380	18582050
110529205	ENSELUG00000021428	cas1	8	21539882	21545761
110529207	ENSELUG00000022772	cas1	8	21921573	21926307
110529212	ENSELUG00000003993	cas1	8	24503815	24610563
110529220	ENSELUG00000005429	cas2	8	26087446	26094609
110529222	ENSELUG00000007037	cas4	8	28776437	28804357
110529231	ENSELUG00000009730	cas1	8	32503138	32516734
110529236	ENSELUG00000013215	cas1	8	36216234	36490738
110529238	ENSELUG00000010111	cas2	11	84235293	84426152
110529239	ENSELUG00000008250	cas2	8	2233985	2278437
110529242	ENSELUG00000008103	cas2	8	2061698	2096832
110529251	ENSELUG00000006304	cas1	8	2938819	2941312
110529253	ENSELUG00000006566	cas4	8	1479450	1498700
110529261	ENSELUG00000006809	cas6	1	74348790	74378154
110529265	ENSELUG00000005361	cas1	8	3968537	3975097
110529266	ENSELUG00000005290	cas1	8	3977332	3990108
110529270	ENSELUG00000005015	cas1	8	4573303	4576635
110529271	ENSELUG00000004938	cas1	8	4582547	4590496
110529274	ENSELUG00000004896	cas1	8	4618977	4621813
110529275	ENSELUG00000004884	cas1	8	4628403	4632477
110529286	ENSELUG00000008831	cas1	8	5535756	5551550
110529289	ENSELUG00000020407	cas2	8	6719222	6722788
110529290	ENSELUG00000020302	cas2	8	6761911	6786314
110529293	ENSELUG00000020221	cas1	8	6802054	6853052
110529294	ENSELUG00000004794	cas1	8	4845346	4881446
110529298	ENSELUG00000019697	cas1	8	7515258	7536929
110529299	ENSELUG00000006780	cas1	1	74682034	74709286
110529304	ENSELUG00000019933	cas2	8	7340699	7369522
110529306	ENSELUG00000020083	cas1	8	7000285	7234525
110529309	ENSELUG00000019532	cas1	8	7929359	7934995
110529310	ENSELUG00000019518	cas1	8	7943145	7944881
110529314	ENSELUG00000019157	cas1	8	8344022	8357681
110529319	ENSELUG00000018914	cas2	8	8685360	8731870
110529321	ENSELUG00000018878	cas2	8	8742539	8757466
110529327	ENSELUG00000017949	cas2	8	9201189	9213654
110529328	ENSELUG00000006707	cas3	1	74817707	74965855
110529343	ENSELUG00000006659	cas1	1	74975235	74981532
110529354	ENSELUG00000016373	cas4	8	10415176	10439101
110529357	ENSELUG00000016225	cas1	8	10786206	10792867
110529362	ENSELUG00000015946	cas1	8	11162434	11184353
110529363	ENSELUG00000016084	cas1	8	11148108	11162069
110529365	ENSELUG00000015898	cas1	8	11242033	11269909
110529366	ENSELUG00000001315	cas1	8	11278630	11326198
110529367	ENSELUG00000015845	cas1	8	11355345	11520698
110529369	ENSELUG00000006442	cas1	1	75112641	75133272
110529370	ENSELUG00000015689	cas1	8	11782664	11830121
110529374	ENSELUG00000015548	cas1	8	11919066	11984048
110529378	ENSELUG00000015457	cas1	8	12018534	12025748
110529387	ENSELUG00000015030	cas1	8	12161773	12163688
110529396	ENSELUG00000014621	cas1	8	12331195	12344847
110529401	ENSELUG00000014337	cas1	8	12414867	12431334
110529405	ENSELUG00000009333	cas1	8	12521395	12537133
110529408	ENSELUG00000014120	cas1	8	12604696	12610815
110529409	ENSELUG00000014074	cas1	8	12615879	12697323
110529412	ENSELUG00000006421	cas1	1	75135079	75148790
110529413	ENSELUG00000013921	cas1	8	12707389	12716018
110529414	ENSELUG00000013822	cas1	8	12716294	12793228
110529416	ENSELUG00000013589	cas1	8	12872839	12928556
110529418	ENSELUG00000013530	cas1	8	12951277	12999904
110529419	ENSELUG00000013478	cas1	8	13110959	13117525
110529420	ENSELUG00000013461	cas1	8	13164739	13175491
110529422	ENSELUG00000000492	cas1	8	13203591	13206686
110529423	ENSELUG00000013415	cas1	8	13320455	13331260
110529425	ENSELUG00000006379	cas1	1	75155168	75182737
110529432	ENSELUG00000013153	cas1	8	13516606	13526593
110529433	ENSELUG00000013109	cas1	8	13534945	13544522
110529434	ENSELUG00000013006	cas1	8	13598376	13601561
110529435	ENSELUG00000012982	cas1	8	13626761	13632856
110529438	ENSELUG00000012843	cas1	8	14227879	14270782
110529441	ENSELUG00000012717	cas1	8	14340500	14392658
110529444	ENSELUG00000012487	cas1	8	14396011	14471129
110529446	ENSELUG00000013909	cas1	8	14549681	14573584
110529449	ENSELUG00000014062	cas1	8	14651265	14675039
110529450	ENSELUG00000014101	cas1	8	14691283	14696121
110529451	ENSELUG00000014215	cas1	8	14698367	14706820
110529453	ENSELUG00000014314	cas1	8	14723772	14748569
110529457	ENSELUG00000014923	cas1	8	14984532	15020390
110529459	ENSELUG00000015064	cas1	8	15105954	15118998
110529462	ENSELUG00000015136	cas1	8	15135212	15138185
110529464	ENSELUG00000015194	cas1	8	15258311	15260331
110529465	ENSELUG00000000552	cas1	8	15277760	15323996
110529468	ENSELUG00000015424	cas1	8	15476954	15483621
110529470	ENSELUG00000015523	cas1	8	15682572	15784577
110529474	ENSELUG00000015895	cas1	8	15813750	15843613
110529475	ENSELUG00000015978	cas1	8	15854622	15888522
110529476	ENSELUG00000016055	cas1	8	15892576	16023051
110529478	ENSELUG00000016432	cas1	8	16246398	16271056
110529484	ENSELUG00000006336	cas1	1	75500710	75503281
110529487	ENSELUG00000016600	cas1	8	16293321	16301586
110529489	ENSELUG00000016631	cas1	8	16383314	16386645
110529492	ENSELUG00000016880	cas1	8	16406235	16411381
110529494	ENSELUG00000016906	cas1	8	16413775	16423971
110529495	ENSELUG00000000631	cas1	8	16439558	16445013
110529497	ENSELUG00000017183	cas1	8	16624843	16630268
110529498	ENSELUG00000017245	cas1	8	16639846	16674144
110529499	ENSELUG00000017300	cas1	8	16685761	16720691
110529501	ENSELUG00000017333	cas1	8	16721162	16758117
110529502	ENSELUG00000017380	cas1	8	16793718	16826016
110529506	ENSELUG00000006224	cas1	1	75656587	75693011
110529511	ENSELUG00000017701	cas1	8	17682064	17701475
110529512	ENSELUG00000017719	cas1	8	17706609	17720195
110529513	ENSELUG00000017732	cas1	8	17720967	17723873
110529514	ENSELUG00000017742	cas1	8	17728290	17756041
110529516	ENSELUG00000006185	cas1	1	75695432	75724153
110529518	ENSELUG00000017840	cas1	8	17845718	17857814
110529519	ENSELUG00000017858	cas1	8	17959151	18055728
110529520	ENSELUG00000017915	cas1	8	18069152	18072594
110529523	ENSELUG00000018218	cas2	8	18362788	18449484
110529527	ENSELUG00000018518	cas1	8	18676608	18687665
110529528	ENSELUG00000018585	cas1	8	18690451	18714820
110529530	ENSELUG00000018703	cas1	8	18806517	18876551
110529532	ENSELUG00000018728	cas1	8	18876734	18883562
110529533	ENSELUG00000018869	cas1	8	18913710	18922072
110529538	ENSELUG00000018966	cas1	8	18922233	18924820
110529539	ENSELUG00000019001	cas1	8	18924998	18936498
110529550	ENSELUG00000019858	cas1	8	19541948	19584426
110529553	ENSELUG00000019988	cas1	8	19664037	19672737
110529554	ENSELUG00000020138	cas1	8	19723181	19826538
110529556	ENSELUG00000005983	cas1	1	76420427	76433438
110529560	ENSELUG00000020431	cas1	8	20007226	20012105
110529561	ENSELUG00000020510	cas1	8	20061153	20084685
110529563	ENSELUG00000020519	cas1	8	20094391	20110377
110529565	ENSELUG00000020548	cas1	8	20294639	20379353
110529569	ENSELUG00000020575	cas1	8	20382501	20408928
110529572	ENSELUG00000020679	cas1	8	20440296	20466590
110529573	ENSELUG00000020716	cas1	8	20471157	20477447
110529578	ENSELUG00000020789	cas1	8	20642316	20644198
110529582	ENSELUG00000020946	cas1	8	20825514	20992358
110529587	ENSELUG00000021140	cas1	8	21247152	21385603
110529588	ENSELUG00000021162	cas1	8	21392338	21401110
110529590	ENSELUG00000021209	cas1	8	21406192	21422857
110529591	ENSELUG00000005971	cas1	1	76444408	76452168
110529593	ENSELUG00000021293	cas1	8	21499465	21504647
110529597	ENSELUG00000021987	cas1	8	21789216	21816690
110529600	ENSELUG00000022596	cas1	8	21874399	21876744
110529606	ENSELUG00000000971	cas1	8	21927010	21929650
110529608	ENSELUG00000000978	cas6	8	21961001	21970793
110529613	ENSELUG00000022880	cas1	8	22318493	22403025
110529617	ENSELUG00000023024	cas1	8	22446715	22459584
110529618	ENSELUG00000023165	cas1	8	22481780	22496418
110529619	ENSELUG00000023222	cas1	8	22506844	22512029
110529620	ENSELUG00000023314	cas1	8	22533156	22562329
110529622	ENSELUG00000023386	cas1	8	22789862	22803661
110529624	ENSELUG00000023475	cas1	8	22809882	22857289
110529627	ENSELUG00000023636	cas1	8	23151281	23155668
110529628	ENSELUG00000023576	cas1	8	23076384	23144537
110529630	ENSELUG00000023748	cas1	8	23177638	23181382
110529631	ENSELUG00000001002	cas1	8	23209228	23220811
110529636	ENSELUG00000023876	cas4	8	23253587	23259122
110529637	ENSELUG00000005913	cas1	1	76479199	76496251
110529639	ENSELUG00000023984	cas1	8	23368309	23405523
110529660	ENSELUG00000004022	cas1	8	24611307	24623866
110529662	ENSELUG00000004049	cas1	8	24739057	24795416
110529664	ENSELUG00000004090	cas1	8	24942086	24979444
110529665	ENSELUG00000004098	cas1	8	24992535	25010299
110529666	ENSELUG00000004165	cas1	8	25060687	25134641
110529668	ENSELUG00000001405	cas1	8	25254179	25273650
110529670	ENSELUG00000004208	cas1	8	25140777	25184652
110529677	ENSELUG00000004482	cas1	8	25310439	25320812
110529680	ENSELUG00000004522	cas1	8	25416277	25490274
110529681	ENSELUG00000005812	cas1	1	76697318	76804833
110529684	ENSELUG00000004629	cas1	8	25517487	25521324
110529687	ENSELUG00000004824	cas1	8	25607940	25651987
110529689	ENSELUG00000004907	cas1	8	25653300	25676087
110529691	ENSELUG00000004970	cas1	8	25693543	25733800
110529693	ENSELUG00000005078	cas1	8	25758877	25775028
110529703	ENSELUG00000005604	cas1	8	26172446	26175639
110529705	ENSELUG00000005625	cas1	8	26266259	26271258
110529706	ENSELUG00000005668	cas1	8	26381097	26393547
110529707	ENSELUG00000005650	cas1	8	26363177	26376176
110529708	ENSELUG00000005677	cas1	8	26422495	26426074
110529710	ENSELUG00000005724	cas1	8	26444117	26463361
110529733	ENSELUG00000000217	cas6	8	28050159	28177674
110529734	ENSELUG00000006634	cas1	8	28032401	28050434
110529739	ENSELUG00000006871	cas4	8	28326936	28388304
110529746	ENSELUG00000007013	cas3	8	28704849	28727911
110529747	ENSELUG00000005110	cas1	1	8372593	8419050
110529761	ENSELUG00000007375	cas3	8	29890555	29938331
110529763	ENSELUG00000007491	cas1	8	29972511	29986359
110529765	ENSELUG00000007571	cas1	8	30149988	30158324
110529767	ENSELUG00000007642	cas1	8	30175739	30190971
110529768	ENSELUG00000007730	cas1	8	30227409	30243300
110529769	ENSELUG00000007687	cas1	8	30217008	30227240
110529771	ENSELUG00000008253	cas1	8	30529289	30687478
110529780	ENSELUG00000005554	cas1	1	77027460	77048352
110529797	ENSELUG00000005539	cas1	1	77104366	77118912
110529804	ENSELUG00000009338	cas1	8	32214451	32217572
110529807	ENSELUG00000005099	cas1	1	8486654	8494344
110529809	ENSELUG00000009670	cas5	8	32287164	32289011
110529820	ENSELUG00000010210	cas2	8	32691529	32696670
110529822	ENSELUG00000005517	cas1	1	77128910	77142504
110529825	ENSELUG00000010313	cas3	8	33426517	33435877
110529830	ENSELUG00000010455	cas1	8	33656633	33680837
110529833	ENSELUG00000010509	cas1	8	33689214	33719635
110529834	ENSELUG00000010654	cas1	8	33719374	33822238
110529835	ENSELUG00000010720	cas1	8	33823071	33828774
110529836	ENSELUG00000010733	cas1	8	33831672	33841602
110529846	ENSELUG00000011607	cas1	8	34136558	34157637
110529847	ENSELUG00000011533	cas1	8	34178297	34218679
110529854	ENSELUG00000012068	cas1	8	35426316	35429137
110529856	ENSELUG00000012080	cas1	8	35454437	35462086
110529857	ENSELUG00000012190	cas1	8	35474492	35484606
110529858	ENSELUG00000012212	cas3	8	35489254	35502659
110529859	ENSELUG00000012223	cas1	8	35502866	35505831
110529860	ENSELUG00000012251	cas1	8	35514934	35538337
110529861	ENSELUG00000012318	cas1	8	35537689	35546844
110529863	ENSELUG00000012366	cas1	8	35574306	35596404
110529864	ENSELUG00000012382	cas1	8	35628152	35632437
110529865	ENSELUG00000012548	cas1	8	35633473	35705333
110529866	ENSELUG00000012603	cas1	8	35708041	35798020
110529869	ENSELUG00000012934	cas1	8	35936407	36051280
110529870	ENSELUG00000013011	cas1	8	36052936	36059371
110529872	ENSELUG00000013263	cas1	8	36543815	36552132
110529874	ENSELUG00000013378	cas1	8	36605568	36619010
110529876	ENSELUG00000000500	cas1	8	36642304	36662826
110529877	ENSELUG00000013581	cas1	8	36674680	36682338
110529878	ENSELUG00000013518	cas1	8	36665592	36674269
110529887	ENSELUG00000015594	cas1	8	37793008	37801035
110529898	ENSELUG00000016390	cas1	8	39463325	39796219
110529918	ENSELUG00000017280	cas1	8	41160943	41283719
110529921	ENSELUG00000005259	cas1	1	77460880	77468921
110529923	ENSELUG00000018279	cas4	8	42646260	42699086
